ID_REF,VALUE
204229_at,3.203593656
204230_s_at,2.891568873
204231_s_at,3.378870395
204232_at,3.080570189
204233_s_at,4.238355532
204234_s_at,4.419315529
204235_s_at,9.856618722
204236_at,4.502523081
204237_at,10.73576907
204238_s_at,3.925961726
204239_s_at,4.521792572
204240_s_at,5.677470049
204241_at,5.473314138
204242_s_at,3.512840848
204243_at,5.25347873
204244_s_at,7.40681326
204245_s_at,5.543342044
204246_s_at,9.606744437
204247_s_at,6.532038753
204248_at,7.641465982
204249_s_at,3.654392022
204250_s_at,3.09036836
204251_s_at,4.591377284
204252_at,9.354425082
204253_s_at,3.949820395
204254_s_at,4.971673028
204255_s_at,4.747476314
204256_at,8.706726317
204257_at,7.284367275
204258_at,7.360648822
204259_at,2.549864133
204260_at,2.838678598
204261_s_at,4.314443256
204262_s_at,4.587784628
204263_s_at,4.616279221
204264_at,5.023164686
204265_s_at,3.825397087
204266_s_at,2.879472231
204267_x_at,3.672532471
204268_at,4.014141715
204269_at,3.892337485
204270_at,4.744327799
204271_s_at,9.683541778
204272_at,2.259118872
204273_at,9.761582986
204274_at,7.733671648
204275_at,3.837768123
204276_at,6.837676997
204277_s_at,3.925731107
204278_s_at,5.561762517
204279_at,3.607776797
204280_at,3.243051582
204281_at,4.139190051
204282_s_at,4.658403642
204283_at,6.164257637
204284_at,9.434336524
204285_s_at,10.86293605
204286_s_at,10.03197149
204287_at,3.486054236
204288_s_at,3.171419386
204289_at,2.828297199
204290_s_at,4.709377982
204291_at,4.085899048
204292_x_at,3.84375853
204293_at,3.883097438
204294_at,3.280558081
204295_at,8.254082203
204296_at,3.37090031
204297_at,8.745113741
204298_s_at,11.42901217
204299_at,8.291089506
204300_at,4.29154555
204301_at,2.311327607
204302_s_at,3.889334417
204303_s_at,5.291214
204304_s_at,2.555966335
204305_at,4.68118192
204306_s_at,8.657219426
204307_at,5.084911332
204308_s_at,4.7779718
204309_at,2.241135717
204310_s_at,4.645243388
204311_at,2.784833826
204312_x_at,4.337133001
204313_s_at,7.871037057
204314_s_at,7.177902457
204315_s_at,4.584374243
204316_at,3.058804446
204317_at,3.992042477
204318_s_at,5.147670008
204319_s_at,9.352238968
204320_at,3.912796143
204321_at,6.039405789
204322_at,2.872342065
204323_x_at,2.595326124
204324_s_at,8.052489591
204325_s_at,3.759360175
204326_x_at,10.79860004
204327_s_at,3.420397945
204328_at,3.094200377
204329_s_at,3.37879286
204330_s_at,3.944453475
204331_s_at,9.479333908
204332_s_at,7.2582604
204333_s_at,6.294135186
204334_at,7.589877175
204335_at,3.722434359
204336_s_at,6.240629317
204337_at,6.2021877
204338_s_at,4.206012432
204339_s_at,3.782848009
204340_at,4.394736817
204341_at,6.570288305
204342_at,9.832213433
204343_at,3.021548219
204344_s_at,8.912714395
204345_at,7.862076396
204346_s_at,6.569297886
204347_at,3.866470852
204348_s_at,4.852411278
204349_at,7.633110175
204350_s_at,7.438198905
204351_at,3.316044179
204352_at,6.4216954
204353_s_at,4.361068821
204354_at,6.51091316
204355_at,6.354067903
204356_at,2.967134966
204357_s_at,3.538035945
204358_s_at,3.944536561
204359_at,8.407997836
204360_s_at,5.712742132
204361_s_at,5.908297794
204362_at,8.214444243
204363_at,11.99628933
204364_s_at,2.59310239
204365_s_at,2.730337995
204366_s_at,7.28473371
204367_at,4.745975125
204368_at,3.351108605
204369_at,7.172211185
204370_at,6.522999184
204371_s_at,2.767992296
204372_s_at,9.728342206
204373_s_at,7.092950096
204374_s_at,3.427348138
204375_at,3.890443174
204376_at,2.262956905
204377_s_at,2.851397254
204378_at,3.509428241
204379_s_at,2.864221516
204380_s_at,3.298124847
204381_at,4.080441387
204382_at,6.041521883
204383_at,4.005799702
204384_at,4.203775405
204385_at,4.481435914
204386_s_at,10.94651488
204387_x_at,5.951672167
204388_s_at,2.989530266
204389_at,3.630044333
204390_at,2.985947674
204391_x_at,6.656243496
204392_at,3.902981824
204393_s_at,3.112199342
204394_at,3.993187389
204395_s_at,4.613047954
204396_s_at,10.17980208
204397_at,3.078789062
204398_s_at,3.962564595
204399_s_at,2.906254639
204400_at,7.831675188
204401_at,3.670912078
204402_at,4.163199744
204403_x_at,7.566207396
204404_at,3.85779954
204405_x_at,10.46694383
204406_at,2.890685574
204407_at,5.890669479
204408_at,4.361270562
204409_s_at,2.456908402
204410_at,3.219044745
204411_at,3.517583539
204412_s_at,3.736062892
204413_at,3.441696497
204414_at,3.320701557
204415_at,5.653219515
204416_x_at,2.949273024
204417_at,8.308828235
204418_x_at,5.847009353
204419_x_at,2.852905795
204420_at,7.486778694
204421_s_at,8.815861726
204422_s_at,9.172178044
204423_at,5.085776913
204424_s_at,2.428824949
204425_at,3.931515895
204426_at,10.42753775
204427_s_at,10.88664686
204428_s_at,3.65755328
204429_s_at,3.226478622
204430_s_at,2.301154907
204431_at,3.190475565
204432_at,5.327796543
204433_s_at,4.001744862
204434_at,3.786257747
204435_at,6.691813811
204436_at,6.026867466
204437_s_at,2.747584118
204438_at,2.702490853
204439_at,2.990670515
204440_at,4.068590856
204441_s_at,4.833990993
204442_x_at,4.070708817
204443_at,3.166436585
204444_at,7.524043717
204445_s_at,2.736350698
204446_s_at,2.680489143
204447_at,4.537661762
204448_s_at,4.582130524
204449_at,6.701532279
204450_x_at,2.879348006
204451_at,6.860189483
204452_s_at,2.511362098
204453_at,5.265813567
204454_at,9.623163516
204455_at,3.176916061
204456_s_at,2.255552859
204457_s_at,6.171295267
204458_at,3.443858052
204459_at,5.061262772
204460_s_at,7.466354835
204461_x_at,9.865071776
204462_s_at,6.070382919
204463_s_at,6.507180816
204464_s_at,9.6100469
204465_s_at,5.224534128
204466_s_at,3.679404349
204467_s_at,3.836887208
204468_s_at,2.316421162
204469_at,2.724327697
204470_at,8.408059043
204471_at,3.50000671
204472_at,7.244081314
204473_s_at,3.692541164
204474_at,3.512285225
204475_at,12.32237568
204476_s_at,3.533352616
204477_at,4.521029658
204478_s_at,7.568361377
204479_at,6.304677835
204480_s_at,6.475857689
204481_at,4.18844817
204482_at,4.960599528
204483_at,3.051207561
204484_at,4.092722305
204485_s_at,6.301595367
204486_at,3.351126124
204487_s_at,3.551722744
204488_at,6.197313308
204489_s_at,12.12290048
204490_s_at,10.65229738
204491_at,5.172820069
204492_at,3.671822229
204493_at,8.679423254
204494_s_at,3.633493205
204495_s_at,3.687348348
204496_at,9.486491532
204497_at,9.069973023
204498_s_at,3.463003307
204499_at,2.928844627
204500_s_at,5.511259262
204501_at,4.244999484
204502_at,4.260791326
204503_at,3.039268703
204504_s_at,3.841870598
204505_s_at,3.317958361
204506_at,7.0966636
204507_s_at,7.267530767
204508_s_at,3.972814848
204509_at,3.047777971
204510_at,3.969603693
204511_at,2.747706602
204512_at,7.157402379
204513_s_at,2.983608349
204514_at,4.450367645
204515_at,2.231174775
204516_at,7.507335279
204517_at,10.3349999
204518_s_at,8.70963186
204519_s_at,3.296190966
204520_x_at,7.123675303
204521_at,8.965958242
204522_at,3.867266441
204523_at,6.311542903
204524_at,7.278066449
204525_at,2.396129569
204526_s_at,4.265080604
204527_at,6.516010449
204528_s_at,9.796505329
204529_s_at,3.653241161
204530_s_at,3.033831295
204531_s_at,4.654153443
204532_x_at,3.843884327
204533_at,4.296634511
204534_at,2.992670507
204535_s_at,3.484364057
204536_s_at,2.803636183
204537_s_at,2.581577508
204538_x_at,8.605771405
204539_s_at,2.575955662
204540_at,4.230720816
204541_at,3.580795063
204542_at,3.530397065
204543_at,3.149272062
204544_at,6.617753688
204545_at,4.446895713
204546_at,4.085463585
204547_at,5.881126462
204548_at,2.822288106
204549_at,4.523700475
204550_x_at,5.287156156
204551_s_at,2.745736072
204552_at,3.719878694
204553_x_at,3.376624219
204554_at,5.390695104
204555_s_at,2.995691929
204556_s_at,5.085736822
204557_s_at,7.543629003
204558_at,4.433765592
204559_s_at,10.21965612
204560_at,2.844866285
204561_x_at,3.553190284
204562_at,3.221103819
204563_at,2.10040401
204564_at,4.022352857
204565_at,8.58005992
204566_at,7.678416586
204567_s_at,5.360156228
204568_at,6.222469669
204569_at,5.911732225
204570_at,4.609342912
204571_x_at,8.879584555
204572_s_at,4.517171943
204573_at,6.087876891
204574_s_at,3.387784829
204575_s_at,4.397870289
204576_s_at,5.534191645
204577_s_at,3.735134907
204578_at,4.023137598
204579_at,3.565584187
204580_at,3.58231534
204581_at,3.207567675
204582_s_at,3.74886558
204583_x_at,2.994140611
204584_at,2.321311652
204585_s_at,2.748363415
204586_at,2.949800289
204587_at,5.910142396
204588_s_at,3.248802368
204589_at,7.415649456
204590_x_at,3.298012556
204591_at,2.957425059
204592_at,4.001268451
204593_s_at,6.617593064
204594_s_at,5.208635077
204595_s_at,11.24728277
204596_s_at,9.006584374
204597_x_at,10.25228065
204598_at,3.700084755
204599_s_at,7.606408358
204600_at,3.678573947
204601_at,4.759462076
204602_at,11.27812291
204603_at,3.763654438
204604_at,7.026782475
204605_at,6.833640268
204606_at,2.953694191
204607_at,3.357581847
204608_at,6.624304631
204609_at,3.073759705
204610_s_at,8.304922676
204611_s_at,5.557493641
204612_at,6.913133407
204613_at,2.87303703
204614_at,7.273773997
204615_x_at,6.930480704
204616_at,9.645301789
204617_s_at,6.184070944
204618_s_at,6.767558094
204619_s_at,9.511809033
204620_s_at,10.43099378
204621_s_at,6.413020809
204622_x_at,8.316492109
204623_at,2.939518439
204624_at,3.142288191
204625_s_at,3.056090883
204626_s_at,2.982676477
204627_s_at,4.969710037
204628_s_at,4.457075371
204629_at,4.241279749
204630_s_at,7.546419671
204631_at,3.195437688
204632_at,4.333657029
204633_s_at,3.379920771
204634_at,7.143321494
204635_at,3.362222714
204636_at,2.529070401
204637_at,3.983322811
204638_at,2.910482432
204639_at,4.311865638
204640_s_at,8.690338122
204641_at,7.139000592
204642_at,3.48012767
204643_s_at,4.417746002
204644_at,2.760399799
204645_at,5.559721127
204646_at,7.256207736
204647_at,7.87380392
204648_at,4.031312331
204649_at,3.891553411
204650_s_at,3.130247294
204651_at,4.705111407
204652_s_at,3.950348672
204653_at,3.686838752
204654_s_at,3.28514576
204655_at,3.147716224
204656_at,5.815873523
204657_s_at,4.478073336
204658_at,9.539171595
204659_s_at,4.898686862
204660_at,3.956977317
204661_at,3.383045369
204662_at,6.711968877
204663_at,3.636143904
204664_at,2.768983438
204665_at,3.910012793
204666_s_at,3.351083889
204667_at,2.923742268
204668_at,4.909675271
204669_s_at,6.391481507
204670_x_at,2.896757169
204671_s_at,3.231857922
204672_s_at,3.123108847
204673_at,3.206333248
204674_at,3.205552488
204675_at,9.185977458
204676_at,5.205092747
204677_at,2.554683463
204678_s_at,3.104388217
204679_at,4.306410744
204680_s_at,2.55644753
204681_s_at,2.830188953
204682_at,8.089288596
204683_at,2.820947331
204684_at,8.802575691
204685_s_at,2.5723841
204686_at,10.56416399
204687_at,3.334043681
204688_at,9.392298898
204689_at,4.799336008
204690_at,7.686772658
204691_x_at,3.483473204
204692_at,3.141153711
204693_at,5.529666765
204694_at,3.250255206
204695_at,4.80052588
204696_s_at,3.133798544
204697_s_at,2.963002285
204698_at,3.483179979
204699_s_at,6.319865967
204700_x_at,7.651754787
204701_s_at,4.383203599
204702_s_at,6.910080023
204703_at,4.861312545
204704_s_at,2.714459666
204705_x_at,2.163788072
204706_at,5.751826866
204707_s_at,2.493025425
204708_at,2.676642197
204709_s_at,6.140622039
204710_s_at,8.336644444
204711_at,4.40503965
204712_at,3.667724755
204713_s_at,2.812480685
204714_s_at,2.929258589
204715_at,9.363680139
204716_at,4.297066835
204717_s_at,3.755255872
204718_at,3.462928059
204719_at,3.699834488
204720_s_at,3.246753437
204721_s_at,3.143497532
204722_at,2.580222367
204723_at,2.547821891
204724_s_at,3.106882997
204725_s_at,7.195820998
204726_at,6.020231286
204727_at,3.30601383
204728_s_at,4.236656022
204729_s_at,3.003537535
204730_at,2.767521576
204731_at,5.185849424
204732_s_at,5.123794133
204733_at,2.461464413
204734_at,3.482995769
204735_at,5.479926937
204736_s_at,4.226829286
204737_s_at,2.416786173
204738_s_at,4.007842985
204739_at,4.558949035
204740_at,2.967416099
204741_at,3.911717809
204742_s_at,3.68307349
204743_at,3.674209608
204744_s_at,11.59535482
204745_x_at,10.85818399
204746_s_at,3.755402629
204747_at,3.648821355
204748_at,8.35722654
204749_at,3.841267514
204750_s_at,2.29569161
204751_x_at,2.485651757
204752_x_at,5.427566345
204753_s_at,2.692010761
204754_at,2.506231316
204755_x_at,2.893635387
204756_at,3.864192765
204757_s_at,3.866592489
204758_s_at,2.402979403
204759_at,5.850944032
204760_s_at,3.085173063
204761_at,5.374372772
204762_s_at,2.544110301
204763_s_at,2.945093027
204764_at,3.154562278
204765_at,3.325174449
204766_s_at,5.183295505
204767_s_at,7.511949151
204768_s_at,5.607164991
204769_s_at,3.968113854
204770_at,3.290721301
204771_s_at,5.170164642
204772_s_at,4.906987783
204773_at,4.042707895
204774_at,3.237918251
204775_at,3.959418563
204776_at,3.732961335
204777_s_at,2.84699172
204778_x_at,6.260986174
204779_s_at,7.676947902
204780_s_at,10.08340239
204781_s_at,8.468549739
204782_at,3.436692013
204783_at,3.766662313
204784_s_at,5.263723212
204785_x_at,6.09493074
204786_s_at,4.386205602
204787_at,3.076290835
204788_s_at,4.41810544
204789_at,3.267453872
204790_at,7.090608721
204791_at,7.755409733
204792_s_at,3.737562233
204793_at,3.526886348
204794_at,2.86164734
204795_at,3.984761571
204796_at,5.633997787
204797_s_at,8.275006172
204798_at,2.929150779
204799_at,4.249806026
204800_s_at,3.170168253
204801_s_at,3.350001507
204802_at,3.716422527
204803_s_at,4.405389335
204804_at,3.766643021
204805_s_at,7.566608713
204806_x_at,7.374443208
204807_at,5.260843427
204808_s_at,6.14054177
204809_at,7.981105923
204810_s_at,2.593582753
204811_s_at,4.089982623
204812_at,5.260188553
204813_at,3.736334074
204814_at,2.691733407
204815_s_at,2.779245958
204816_s_at,3.400808421
204817_at,4.710097415
204818_at,7.915677137
204819_at,4.316294248
204820_s_at,7.176968317
204821_at,4.204452718
204822_at,6.799799786
204823_at,8.862016097
204824_at,4.980779109
204825_at,8.903412337
204826_at,4.939905681
204827_s_at,3.240950147
204828_at,3.63170849
204829_s_at,3.019369133
204830_x_at,5.485646483
204831_at,8.642478227
204832_s_at,6.590978163
204833_at,7.1916648
204834_at,9.037036312
204835_at,3.664287254
204836_at,5.047270377
204837_at,4.87868877
204838_s_at,5.330521511
204839_at,9.464332376
204840_s_at,3.587526613
204841_s_at,3.924243675
204842_x_at,8.543517317
204843_s_at,3.741227765
204844_at,2.97754174
204845_s_at,2.802244955
204846_at,2.854969208
204847_at,8.040998494
204848_x_at,3.15035032
204849_at,7.302684447
204850_s_at,2.566335836
204851_s_at,2.510081721
204852_s_at,2.928720229
204853_at,5.099854151
204854_at,4.779484709
204855_at,2.590856857
204856_at,2.935588193
204857_at,4.583322069
204858_s_at,2.715257282
204859_s_at,8.463097918
204860_s_at,2.598264751
204861_s_at,2.668781847
204862_s_at,5.48500353
204863_s_at,7.617998653
204864_s_at,4.100229836
204865_at,2.626635038
204866_at,4.492377566
204867_at,2.715603414
204868_at,7.038601651
204869_at,2.748453442
204870_s_at,2.876980406
204871_at,5.180457527
204872_at,6.916720373
204873_at,5.226514784
204874_x_at,3.510601291
204875_s_at,4.993303679
204876_at,3.722132912
204877_s_at,3.301639219
204878_s_at,3.222874617
204879_at,3.549060056
204880_at,5.79594585
204881_s_at,10.59652554
204882_at,2.907630314
204883_s_at,5.566406201
204884_s_at,3.352851962
204885_s_at,2.95304831
204886_at,3.793072391
204887_s_at,4.486145051
204888_s_at,2.495405389
204889_s_at,3.26786668
204890_s_at,2.504870623
204891_s_at,2.866770981
204892_x_at,12.86111463
204893_s_at,3.278580312
204894_s_at,2.966767996
204895_x_at,2.539507828
204896_s_at,2.459520589
204897_at,5.639037971
204898_at,2.330517054
204899_s_at,4.472513099
204900_x_at,8.500815203
204901_at,3.303659294
204902_s_at,4.214946651
204903_x_at,7.177552367
204904_at,2.529403418
204905_s_at,9.344510151
204906_at,5.793177224
204907_s_at,2.681964677
204908_s_at,7.071100112
204909_at,2.921369248
204910_s_at,2.489588486
204911_s_at,3.129549038
204912_at,2.64079123
204913_s_at,5.587246258
204914_s_at,6.571993082
204915_s_at,5.490281789
204916_at,5.556292367
204917_s_at,4.039549796
204918_s_at,4.950093466
204919_at,4.165638236
204920_at,3.728446423
204921_at,3.862175019
204922_at,3.742096431
204923_at,3.046907284
204924_at,3.111930081
204925_at,3.834389946
204926_at,4.456309199
204927_at,4.436867497
204928_s_at,5.610082712
204929_s_at,6.5696091
204930_s_at,4.436442357
204931_at,10.50905512
204932_at,11.82210045
204933_s_at,11.73793203
204934_s_at,2.899733256
204935_at,3.817066583
204936_at,3.614890362
204937_s_at,5.066460021
204938_s_at,2.603288791
204939_s_at,2.479601496
204940_at,2.640714572
204941_s_at,3.116777757
204942_s_at,3.542870624
204943_at,3.264360622
204944_at,6.448554913
204945_at,4.487007529
204946_s_at,3.783808084
204947_at,4.192025075
204948_s_at,10.66150977
204949_at,6.421212327
204950_at,3.80889348
204951_at,2.42814684
204952_at,3.119347737
204953_at,3.092968661
204954_s_at,3.776003067
204955_at,11.55495937
204956_at,5.059032337
204957_at,7.008335433
204958_at,5.065670101
204959_at,3.965136619
204960_at,3.097521996
204961_s_at,2.458865119
204962_s_at,6.039269995
204963_at,6.167806845
204964_s_at,3.632550962
204965_at,2.580733052
204966_at,3.800541883
204967_at,5.717175008
204968_at,3.797071987
204969_s_at,5.121794171
204970_s_at,6.221164829
204971_at,3.193584954
204972_at,2.714683069
204973_at,3.95196097
204974_at,4.483045267
204975_at,6.396440504
204976_s_at,8.024500256
204977_at,6.099350525
204978_at,4.301824317
204979_s_at,3.749696177
204980_at,5.31681259
204981_at,5.048646879
204982_at,3.308043956
204983_s_at,3.650534806
204984_at,3.747979113
204985_s_at,3.019841269
204986_s_at,3.804115754
204987_at,2.777422991
204988_at,3.316951013
204989_s_at,3.130433024
204990_s_at,3.360901987
204991_s_at,3.459614321
204992_s_at,10.91282085
204993_at,2.539245901
204994_at,2.735145182
204995_at,4.023796798
204996_s_at,2.833733909
204997_at,3.211593989
204998_s_at,5.614502854
204999_s_at,3.365098479
205000_at,2.645290432
205001_s_at,3.298482441
205002_at,3.345215793
205003_at,7.399315456
205004_at,6.030216996
205005_s_at,7.535642563
205006_s_at,6.585568523
205007_s_at,2.802008135
205008_s_at,3.749134508
205009_at,3.813940383
205010_at,6.168423223
205011_at,3.23959463
205012_s_at,6.638212335
205013_s_at,3.019924367
205014_at,3.064324777
205015_s_at,3.100804979
205016_at,2.988117202
205017_s_at,3.536291705
205018_s_at,6.816025565
205019_s_at,2.689915359
205020_s_at,4.687382217
205021_s_at,4.436513399
205022_s_at,7.51779304
205023_at,2.89507146
205024_s_at,4.622438933
205025_at,3.52903357
205026_at,4.21961079
205027_s_at,4.550987267
205028_at,4.352751115
205029_s_at,2.718811273
205030_at,3.174726806
205031_at,2.771351146
205032_at,8.257075421
205033_s_at,2.702912192
205034_at,4.964928992
205035_at,3.844845856
205036_at,8.930860585
205037_at,6.272425346
205038_at,2.704080311
205039_s_at,3.202963181
205040_at,3.050132661
205041_s_at,2.562579802
205042_at,8.493513891
205043_at,2.652206436
205044_at,2.766206519
205045_at,3.496749875
205046_at,5.704462432
205047_s_at,9.282286704
205048_s_at,8.713455168
205049_s_at,3.18699044
205050_s_at,3.229477038
205051_s_at,4.545489902
205052_at,6.185135043
205053_at,5.103094617
205054_at,2.89458895
205055_at,10.16934075
205056_s_at,3.302503227
205057_s_at,2.313919962
205058_at,3.377150567
205059_s_at,3.594474362
205060_at,5.698865736
205061_s_at,6.00982634
205062_x_at,4.934758078
205063_at,5.909512185
205064_at,2.356416943
205065_at,2.61853341
205066_s_at,4.758361604
205067_at,8.716373322
205068_s_at,3.15650255
205069_s_at,3.08077322
205070_at,5.670391964
205071_x_at,3.839350398
205072_s_at,4.477787434
205073_at,2.662157668
205074_at,4.281802574
205075_at,3.277931956
205076_s_at,3.858465734
205077_s_at,8.312107158
205078_at,7.235331347
205079_s_at,5.189307809
205080_at,3.050648712
205081_at,4.103999677
205082_s_at,3.757519681
205083_at,5.375940877
205084_at,7.882527059
205085_at,2.8200507
205086_s_at,3.837252085
205087_at,7.188797452
205088_at,4.151522591
205089_at,4.517347659
205090_s_at,4.133003337
205091_x_at,9.699435673
205092_x_at,3.442535559
205093_at,3.564837264
205094_at,5.026516484
205095_s_at,2.964222063
205096_at,3.741030552
205097_at,4.771904919
205098_at,2.849143366
205099_s_at,3.447227016
205100_at,4.79311802
205101_at,2.861409663
205102_at,3.412015346
205103_at,2.621403553
205104_at,4.271386436
205105_at,9.39972659
205106_at,3.269877903
205107_s_at,3.40788066
205108_s_at,2.685715231
205109_s_at,3.184009113
205110_s_at,3.095516819
205111_s_at,3.207577859
205112_at,3.501410995
205113_at,4.096972877
205114_s_at,2.988153936
205115_s_at,3.816183904
205116_at,4.162053653
205117_at,4.023304695
205118_at,2.989149019
205119_s_at,2.775936891
205120_s_at,9.681325069
205121_at,4.223486948
205122_at,7.778986833
205123_s_at,4.008497985
205124_at,2.660927958
205125_at,4.197326904
205126_at,8.296351808
205127_at,4.508527112
205128_x_at,9.864555322
205129_at,5.945725468
205130_at,4.666705365
205131_x_at,6.377866319
205132_at,3.609158649
205133_s_at,10.53790997
205134_s_at,5.980343432
205135_s_at,6.030946746
205136_s_at,4.491733989
205137_x_at,3.266018809
205138_s_at,3.550250239
205139_s_at,8.538924716
205140_at,6.520548305
205141_at,3.78625623
205142_x_at,3.609188624
205143_at,3.150896167
205144_at,3.256064538
205145_s_at,4.365516482
205146_x_at,3.206960884
205147_x_at,3.388473817
205148_s_at,2.820488848
205149_s_at,2.46851303
205150_s_at,2.622450182
205151_s_at,2.848883868
205152_at,2.264718365
205153_s_at,2.601345857
205154_at,2.944515277
205155_s_at,3.14996065
205156_s_at,3.231391092
205157_s_at,3.400319182
205158_at,4.225011047
205159_at,2.429836382
205160_at,4.135566306
205161_s_at,2.883377495
205162_at,4.904791845
205163_at,2.818682464
205164_at,5.846981611
205165_at,3.398636605
205166_at,2.846713836
205167_s_at,3.436291405
205168_at,5.900934266
205169_at,4.955320851
205170_at,4.009466606
205171_at,3.668720554
205172_x_at,6.893583833
205173_x_at,6.687114692
205174_s_at,4.989760276
205175_s_at,2.481342953
205176_s_at,5.611418582
205177_at,2.769961007
205178_s_at,5.766175675
205179_s_at,2.98773785
205180_s_at,3.60100169
205181_at,4.34925218
205182_s_at,2.957570597
205183_at,3.288745849
205184_at,3.689995909
205185_at,2.88661033
205186_at,3.662172754
205187_at,5.339540818
205188_s_at,3.794695702
205189_s_at,4.116321198
205190_at,3.342620589
205191_at,9.338341722
205192_at,2.321064041
205193_at,7.782600346
205194_at,8.477198879
205195_at,7.354273713
205196_s_at,6.767152073
205197_s_at,4.336075347
205198_s_at,6.017728395
205199_at,3.244920806
205200_at,3.081685204
205201_at,4.316549509
205202_at,9.968552238
205203_at,4.13274337
205204_at,4.878503215
205205_at,4.357314654
205206_at,2.992610813
205207_at,10.81115374
205208_at,2.886469529
205209_at,3.31528933
205210_at,2.831301532
205211_s_at,4.95289858
205212_s_at,3.655823172
205213_at,3.008189695
205214_at,4.837486608
205215_at,5.045888035
205216_s_at,3.141381107
205217_at,4.701799619
205218_at,6.919131078
205219_s_at,4.378355166
205220_at,2.399421458
205221_at,2.941847697
205222_at,3.909508829
205223_at,3.838601042
205224_at,3.937006926
205225_at,2.632453669
205226_at,6.064735601
205227_at,4.353600139
205228_at,4.774639747
205229_s_at,2.699441574
205230_at,2.988699606
205231_s_at,3.849935322
205232_s_at,3.440310275
205233_s_at,3.882710347
205234_at,10.08132325
205235_s_at,5.640888791
205236_x_at,3.393275517
205237_at,2.537276699
205238_at,4.013159415
205239_at,7.716038319
205240_at,4.526771357
205241_at,7.322652179
205242_at,2.502798896
205243_at,3.516301873
205244_s_at,3.083570806
205245_at,3.224816724
205246_at,5.260684232
205247_at,3.850171871
205248_at,3.431299495
205249_at,3.141529787
205250_s_at,6.888256247
205251_at,4.256968252
205252_at,3.418632661
205253_at,3.451698023
205254_x_at,3.114414859
205255_x_at,7.147839407
205256_at,4.506552689
205257_s_at,4.322837995
205258_at,2.761519632
205259_at,3.409996566
205260_s_at,4.824501173
205261_at,2.581753315
205262_at,3.454716893
205263_at,10.11827628
205264_at,6.955875369
205265_s_at,4.358743866
205266_at,9.788204744
205267_at,2.670267459
205268_s_at,2.779033918
205269_at,2.621580646
205270_s_at,2.526022437
205271_s_at,3.377690597
205272_s_at,3.358670785
205273_s_at,8.525252464
205274_at,2.444085155
205275_at,3.265764419
205276_s_at,3.312336507
205277_at,3.087692479
205278_at,2.29603872
205279_s_at,4.753638901
205280_at,5.831153267
205281_s_at,5.361378852
205282_at,5.190725367
205283_at,6.135860711
205284_at,4.364582846
205285_s_at,2.959393246
205286_at,3.834621414
205287_s_at,2.448885396
205288_at,3.129829697
205289_at,8.296487507
205290_s_at,7.323175055
205291_at,3.507150866
205292_s_at,12.23885275
205293_x_at,2.183280001
205294_at,3.645072796
205295_at,2.33010287
205296_at,4.377560909
205297_s_at,3.817134849
205298_s_at,4.935635732
205299_s_at,3.640456212
205300_s_at,4.861812192
205301_s_at,4.473217849
205302_at,2.74718818
205303_at,3.294467191
205304_s_at,3.966328618
205305_at,3.496195018
205306_x_at,2.506726779
205307_s_at,3.479704913
205308_at,6.613687336
205309_at,2.431928892
205310_at,4.593087659
205311_at,2.689983043
205312_at,2.981478
205313_at,3.226591619
205314_x_at,2.745885786
205315_s_at,7.841931975
205316_at,2.923305078
205317_s_at,3.066843019
205318_at,2.727444214
205319_at,3.470623824
205320_at,3.610547392
205321_at,9.96599448
205322_s_at,4.994562157
205323_s_at,4.183347471
205324_s_at,8.926369235
205325_at,2.745659422
205326_at,2.447362431
205327_s_at,4.538164286
205328_at,3.30997503
205329_s_at,6.32720443
205330_at,3.46450863
205331_s_at,5.32313391
205332_at,3.23711222
205333_s_at,4.295969127
205334_at,3.607773127
205335_s_at,10.91366379
205336_at,2.697245106
205337_at,3.066640509
205338_s_at,2.62887074
205339_at,6.60556163
205340_at,4.518236547
205341_at,4.505277808
205342_s_at,2.448648351
205343_at,2.372038442
205344_at,3.037073808
205345_at,5.127146871
205346_at,2.705641428
205347_s_at,7.54065246
205348_s_at,3.042978264
205349_at,2.924500822
205350_at,2.857602188
205351_at,6.037206964
205352_at,3.896931663
205353_s_at,9.032206852
205354_at,6.106583734
205355_at,4.969519654
205356_at,5.76830509
205357_s_at,3.845664295
205358_at,2.334922702
205359_at,2.768418053
205360_at,3.254562534
205361_s_at,10.62777948
205362_s_at,6.415263083
205363_at,2.707366913
205364_at,3.840463004
205365_at,3.080728942
205366_s_at,8.380464667
205367_at,3.596861388
205368_at,3.540427269
205369_x_at,4.01295321
205370_x_at,7.650452522
205371_s_at,4.274754204
205372_at,6.778667895
205373_at,2.61505122
205374_at,2.840416966
205375_at,3.49819456
205376_at,3.914930091
205377_s_at,2.713982343
205378_s_at,2.241762614
205379_at,4.180087369
205380_at,2.810198463
205381_at,11.98525337
205382_s_at,3.468134374
205383_s_at,4.704943202
205384_at,2.672472673
205385_at,2.873401388
205386_s_at,4.127700371
205387_s_at,3.2917503
205388_at,2.660400862
205389_s_at,3.109940949
205390_s_at,2.54893139
205391_x_at,3.075682335
205392_s_at,2.577151752
205393_s_at,5.685381055
205394_at,7.635909801
205395_s_at,5.803367969
205396_at,3.396073875
205397_x_at,4.661404811
205398_s_at,7.870282871
205399_at,2.698846091
205400_at,2.900437629
205401_at,6.289062436
205402_x_at,3.139786464
205403_at,3.097777256
